Fri Dec 23 05:51:37 UTC 2022 Starting master on server2
core file size          (blocks, -c) unlimited
2022-12-23 05:51:41,377 INFO  [master/server2:16000:becomeActiveMaster] zookeeper.RecoverableZooKeeper: Process identifier=replicationLogCleaner connecting to ZooKeeper ensemble=10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181
2022-12-23 05:51:41,377 INFO  [master/server2:16000:becomeActiveMaster] zookeeper.ZooKeeper: Initiating client connection, connectString=10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181 sessionTimeout=90000 watcher=org.apache.hadoop.hbase.zookeeper.PendingWatcher@6ea4cf43
2022-12-23 05:51:41,377 INFO  [master/server2:16000:becomeActiveMaster-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Opening socket connection to server 10.2.0.13/10.2.0.13:2181. Will not attempt to authenticate using SASL (unknown error)
2022-12-23 05:51:41,377 INFO  [master/server2:16000:becomeActiveMaster-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Socket connection established to 10.2.0.13/10.2.0.13:2181, initiating session
2022-12-23 05:51:41,377 INFO  [master/server2:16000:becomeActiveMaster] cleaner.LogCleaner: Creating 2 OldWALs cleaner threads
2022-12-23 05:51:41,386 INFO  [master/server2:16000:becomeActiveMaster-SendThread(10.2.0.13:2181)] zookeeper.ClientCnxn: Session establishment complete on server 10.2.0.13/10.2.0.13:2181, sessionid = 0x30000df37850001, negotiated timeout = 40000
2022-12-23 05:51:41,395 INFO  [PEWorker-1] procedure2.ProcedureExecutor: Initialized subprocedures=[{pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN}]
2022-12-23 05:51:41,411 INFO  [PEWorker-3] procedure.MasterProcedureScheduler: Took xlock for pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN
2022-12-23 05:51:41,424 INFO  [PEWorker-3] assignment.TransitRegionStateProcedure: Starting pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE, locked=true; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN; rit=OFFLINE, location=null; forceNewPlan=false, retain=false
2022-12-23 05:51:41,575 WARN  [master/server2:16000] assignment.AssignmentManager: No servers available; cannot place 1 unassigned regions.
2022-12-23 05:51:42,576 WARN  [master/server2:16000] assignment.AssignmentManager: No servers available; cannot place 1 unassigned regions.
2022-12-23 05:51:43,576 WARN  [master/server2:16000] assignment.AssignmentManager: No servers available; cannot place 1 unassigned regions.
2022-12-23 05:51:44,322 INFO  [RpcServer.default.FPBQ.Fifo.handler=29,queue=2,port=16000] master.ServerManager: Registering regionserver=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246
2022-12-23 05:51:44,322 INFO  [RpcServer.default.FPBQ.Fifo.handler=28,queue=1,port=16000] master.ServerManager: Registering regionserver=redit_sample-hbase_server1_1671774662.redit_sample-hbase_1671774661,16020,1671774699293
2022-12-23 05:51:44,323 INFO  [RpcServer.default.FPBQ.Fifo.handler=27,queue=0,port=16000] master.ServerManager: Registering regionserver=server2,16020,1671774699295
2022-12-23 05:51:44,335 INFO  [PEWorker-2] zookeeper.MetaTableLocator: Setting hbase:meta (replicaId=0) location in ZooKeeper as redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246
2022-12-23 05:51:44,346 INFO  [RegionServerTracker-0] master.RegionServerTracker: RegionServer ephemeral node created, adding [server2,16020,1671774699295]
2022-12-23 05:51:44,346 INFO  [RegionServerTracker-0] master.RegionServerTracker: RegionServer ephemeral node created, adding [redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246]
2022-12-23 05:51:44,346 INFO  [RegionServerTracker-0] master.RegionServerTracker: RegionServer ephemeral node created, adding [redit_sample-hbase_server1_1671774662.redit_sample-hbase_1671774661,16020,1671774699293]
2022-12-23 05:51:44,351 INFO  [PEWorker-2] procedure2.ProcedureExecutor: Initialized subprocedures=[{pid=3, ppid=2, state=RUNNABLE; org.apache.hadoop.hbase.master.assignment.OpenRegionProcedure}]
2022-12-23 05:51:44,976 INFO  [PEWorker-5] zookeeper.MetaTableLocator: Setting hbase:meta (replicaId=0) location in ZooKeeper as redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246
2022-12-23 05:51:45,019 INFO  [PEWorker-5] procedure2.ProcedureExecutor: Finished subprocedure pid=3, resume processing parent pid=2, ppid=1, state=RUNNABLE:REGION_STATE_TRANSITION_CONFIRM_OPENED, locked=true; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN
2022-12-23 05:51:45,019 INFO  [PEWorker-5] procedure2.ProcedureExecutor: Finished pid=3, ppid=2, state=SUCCESS; org.apache.hadoop.hbase.master.assignment.OpenRegionProcedure in 631msec
2022-12-23 05:51:45,056 INFO  [PEWorker-6] procedure2.ProcedureExecutor: Finished subprocedure pid=2, resume processing parent pid=1, state=RUNNABLE; InitMetaProcedure table=hbase:meta
2022-12-23 05:51:45,056 INFO  [PEWorker-6] procedure2.ProcedureExecutor: Finished pid=2, ppid=1, state=SUCCESS; TransitRegionStateProcedure table=hbase:meta, region=1588230740, ASSIGN in 3.6240sec
2022-12-23 05:51:45,206 INFO  [PEWorker-7] procedure2.ProcedureExecutor: Finished pid=1, state=SUCCESS; InitMetaProcedure table=hbase:meta in 3.9700sec
2022-12-23 05:51:45,207 INFO  [master/server2:16000:becomeActiveMaster] master.HMaster: Master startup: status=Wait for region servers to report in, state=RUNNING, startTime=1671774699754, completionTime=-1
2022-12-23 05:51:45,207 INFO  [master/server2:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=0ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=0ms
2022-12-23 05:51:46,711 INFO  [master/server2:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=1504ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=-1504ms
2022-12-23 05:51:48,217 INFO  [master/server2:16000:becomeActiveMaster] master.ServerManager: Waiting on regionserver count=3; waited=3010ms, expecting min=1 server(s), max=NO_LIMIT server(s), timeout=4500ms, lastChange=-3010ms
2022-12-23 05:51:49,722 INFO  [master/server2:16000:becomeActiveMaster] master.ServerManager: Finished waiting on RegionServer count=3; waited=4515ms, expected min=1 server(s), max=NO_LIMIT server(s), master is running
2022-12-23 05:51:49,812 INFO  [master/server2:16000:becomeActiveMaster] assignment.AssignmentManager: Number of RegionServers=3
2022-12-23 05:51:49,812 INFO  [master/server2:16000:becomeActiveMaster] procedure2.TimeoutExecutorThread: ADDED pid=-1, state=WAITING_TIMEOUT; org.apache.hadoop.hbase.master.assignment.AssignmentManager$RegionInTransitionChore; timeout=60000, timestamp=1671774769812
2022-12-23 05:51:49,812 INFO  [master/server2:16000:becomeActiveMaster] procedure2.TimeoutExecutorThread: ADDED pid=-1, state=WAITING_TIMEOUT; org.apache.hadoop.hbase.master.assignment.AssignmentManager$DeadServerMetricRegionChore; timeout=120000, timestamp=1671774829812
2022-12-23 05:51:49,812 INFO  [master/server2:16000:becomeActiveMaster] assignment.AssignmentManager: Joined the cluster in 89msec
2022-12-23 05:51:49,862 INFO  [master/server2:16000:becomeActiveMaster] master.TableNamespaceManager: Namespace table not found. Creating...
2022-12-23 05:51:49,863 INFO  [master/server2:16000:becomeActiveMaster] master.HMaster: Client=null/null create 'hbase:namespace', {NAME => 'info', VERSIONS => '10', EVICT_BLOCKS_ON_CLOSE => 'false', NEW_VERSION_BEHAVIOR => 'false', KEEP_DELETED_CELLS => 'FALSE', CACHE_DATA_ON_WRITE => 'false', DATA_BLOCK_ENCODING => 'NONE', TTL => 'FOREVER', MIN_VERSIONS => '0', REPLICATION_SCOPE => '0', BLOOMFILTER => 'ROW', CACHE_INDEX_ON_WRITE => 'false', IN_MEMORY => 'true', CACHE_BLOOMS_ON_WRITE => 'false', PREFETCH_BLOCKS_ON_OPEN => 'false', COMPRESSION => 'NONE', BLOCKCACHE => 'true', BLOCKSIZE => '8192'}
2022-12-23 05:51:50,108 INFO  [RegionOpenAndInitThread-hbase:namespace-pool6-t1] regionserver.HRegion: creating {ENCODED => ad9e103d55288b783393876359969ae2, NAME => 'hbase:namespace,,1671774709863.ad9e103d55288b783393876359969ae2.', STARTKEY => '', ENDKEY => ''}, tableDescriptor='hbase:namespace', {NAME => 'info', VERSIONS => '10', EVICT_BLOCKS_ON_CLOSE => 'false', NEW_VERSION_BEHAVIOR => 'false', KEEP_DELETED_CELLS => 'FALSE', CACHE_DATA_ON_WRITE => 'false', DATA_BLOCK_ENCODING => 'NONE', TTL => 'FOREVER', MIN_VERSIONS => '0', REPLICATION_SCOPE => '0', BLOOMFILTER => 'ROW', CACHE_INDEX_ON_WRITE => 'false', IN_MEMORY => 'true', CACHE_BLOOMS_ON_WRITE => 'false', PREFETCH_BLOCKS_ON_OPEN => 'false', COMPRESSION => 'NONE', BLOCKCACHE => 'true', BLOCKSIZE => '8192'}, regionDir=hdfs://mycluster/hbase/.tmp
2022-12-23 05:51:50,143 INFO  [RegionOpenAndInitThread-hbase:namespace-pool6-t1] regionserver.HRegion: Closed hbase:namespace,,1671774709863.ad9e103d55288b783393876359969ae2.
2022-12-23 05:51:50,197 INFO  [PEWorker-8] hbase.MetaTableAccessor: Added 1 regions to meta.
2022-12-23 05:51:50,218 INFO  [PEWorker-8] hbase.MetaTableAccessor: Updated tableName=hbase:namespace, state=ENABLING in hbase:meta
2022-12-23 05:51:50,253 INFO  [PEWorker-8] procedure2.ProcedureExecutor: Initialized subprocedures=[{pid=5, ppid=4, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE; TransitRegionStateProcedure table=hbase:namespace, region=ad9e103d55288b783393876359969ae2, ASSIGN}]
2022-12-23 05:51:50,268 INFO  [PEWorker-9] procedure.MasterProcedureScheduler: Took xlock for pid=5, ppid=4, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE; TransitRegionStateProcedure table=hbase:namespace, region=ad9e103d55288b783393876359969ae2, ASSIGN
2022-12-23 05:51:50,290 INFO  [PEWorker-9] assignment.TransitRegionStateProcedure: Starting pid=5, ppid=4, state=RUNNABLE:REGION_STATE_TRANSITION_GET_ASSIGN_CANDIDATE, locked=true; TransitRegionStateProcedure table=hbase:namespace, region=ad9e103d55288b783393876359969ae2, ASSIGN; rit=OFFLINE, location=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246; forceNewPlan=false, retain=false
2022-12-23 05:51:50,444 INFO  [master/server2:16000] balancer.BaseLoadBalancer: Reassigned 1 regions. 1 retained the pre-restart assignment. 
2022-12-23 05:51:50,445 INFO  [PEWorker-10] assignment.RegionStateStore: pid=5 updating hbase:meta row=ad9e103d55288b783393876359969ae2, regionState=OPENING, regionLocation=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246
2022-12-23 05:51:50,460 INFO  [PEWorker-10] procedure2.ProcedureExecutor: Initialized subprocedures=[{pid=6, ppid=5, state=RUNNABLE; org.apache.hadoop.hbase.master.assignment.OpenRegionProcedure}]
2022-12-23 05:51:50,897 INFO  [PEWorker-12] assignment.RegionStateStore: pid=5 updating hbase:meta row=ad9e103d55288b783393876359969ae2, regionState=OPEN, openSeqNum=2, regionLocation=redit_sample-hbase_server3_1671774663.redit_sample-hbase_1671774661,16020,1671774699246
2022-12-23 05:51:50,950 INFO  [PEWorker-12] procedure2.ProcedureExecutor: Finished subprocedure pid=6, resume processing parent pid=5, ppid=4, state=RUNNABLE:REGION_STATE_TRANSITION_CONFIRM_OPENED, locked=true; TransitRegionStateProcedure table=hbase:namespace, region=ad9e103d55288b783393876359969ae2, ASSIGN
2022-12-23 05:51:50,950 INFO  [PEWorker-12] procedure2.ProcedureExecutor: Finished pid=6, ppid=5, state=SUCCESS; org.apache.hadoop.hbase.master.assignment.OpenRegionProcedure in 443msec
2022-12-23 05:51:50,986 INFO  [PEWorker-13] procedure2.ProcedureExecutor: Finished subprocedure pid=5, resume processing parent pid=4, state=RUNNABLE:CREATE_TABLE_UPDATE_DESC_CACHE; CreateTableProcedure table=hbase:namespace
2022-12-23 05:51:50,986 INFO  [PEWorker-13] procedure2.ProcedureExecutor: Finished pid=5, ppid=4, state=SUCCESS; TransitRegionStateProcedure table=hbase:namespace, region=ad9e103d55288b783393876359969ae2, ASSIGN in 697msec
2022-12-23 05:51:51,003 INFO  [PEWorker-14] hbase.MetaTableAccessor: Updated tableName=hbase:namespace, state=ENABLED in hbase:meta
2022-12-23 05:51:51,055 INFO  [PEWorker-14] procedure2.ProcedureExecutor: Finished pid=4, state=SUCCESS; CreateTableProcedure table=hbase:namespace in 1.1570sec
2022-12-23 05:51:51,332 INFO  [PEWorker-15] procedure2.ProcedureExecutor: Finished pid=7, state=SUCCESS; CreateNamespaceProcedure, namespace=default in 200msec
2022-12-23 05:51:51,568 INFO  [PEWorker-16] procedure2.ProcedureExecutor: Finished pid=8, state=SUCCESS; CreateNamespaceProcedure, namespace=hbase in 205msec
2022-12-23 05:51:51,588 INFO  [master/server2:16000:becomeActiveMaster] master.HMaster: Master has completed initialization 11.804sec
2022-12-23 05:51:51,590 INFO  [master/server2:16000:becomeActiveMaster] quotas.MasterQuotaManager: Quota support disabled
2022-12-23 05:51:51,590 INFO  [master/server2:16000:becomeActiveMaster] zookeeper.ZKWatcher: not a secure deployment, proceeding
2022-12-23 05:51:51,592 ERROR [master/server2:16000:becomeActiveMaster] master.HMaster: Failed to become active master
java.lang.IllegalArgumentException
	at java.util.concurrent.ThreadPoolExecutor.<init>(ThreadPoolExecutor.java:1314)
	at org.apache.hadoop.hbase.mob.MobUtils.createMobCompactorThreadPool(MobUtils.java:880)
	at org.apache.hadoop.hbase.master.MobCompactionChore.<init>(MobCompactionChore.java:51)
	at org.apache.hadoop.hbase.master.HMaster.initMobCleaner(HMaster.java:1278)
	at org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization(HMaster.java:1161)
	at org.apache.hadoop.hbase.master.HMaster.startActiveMasterManager(HMaster.java:2112)
	at org.apache.hadoop.hbase.master.HMaster.lambda$run$0(HMaster.java:580)
	at java.lang.Thread.run(Thread.java:748)
2022-12-23 05:51:51,592 ERROR [master/server2:16000:becomeActiveMaster] master.HMaster: Master server abort: loaded coprocessors are: []
2022-12-23 05:51:51,592 ERROR [master/server2:16000:becomeActiveMaster] master.HMaster: ***** ABORTING master server2,16000,1671774698160: Unhandled exception. Starting shutdown. *****
java.lang.IllegalArgumentException
	at java.util.concurrent.ThreadPoolExecutor.<init>(ThreadPoolExecutor.java:1314)
	at org.apache.hadoop.hbase.mob.MobUtils.createMobCompactorThreadPool(MobUtils.java:880)
	at org.apache.hadoop.hbase.master.MobCompactionChore.<init>(MobCompactionChore.java:51)
	at org.apache.hadoop.hbase.master.HMaster.initMobCleaner(HMaster.java:1278)
	at org.apache.hadoop.hbase.master.HMaster.finishActiveMasterInitialization(HMaster.java:1161)
	at org.apache.hadoop.hbase.master.HMaster.startActiveMasterManager(HMaster.java:2112)
	at org.apache.hadoop.hbase.master.HMaster.lambda$run$0(HMaster.java:580)
	at java.lang.Thread.run(Thread.java:748)
2022-12-23 05:51:51,592 INFO  [master/server2:16000:becomeActiveMaster] regionserver.HRegionServer: ***** STOPPING region server 'server2,16000,1671774698160' *****
2022-12-23 05:51:51,592 INFO  [master/server2:16000:becomeActiveMaster] regionserver.HRegionServer: STOPPED: Stopped by master/server2:16000:becomeActiveMaster
2022-12-23 05:51:51,593 INFO  [master/server2:16000] regionserver.HRegionServer: Stopping infoServer
2022-12-23 05:51:51,597 INFO  [master/server2:16000] handler.ContextHandler: Stopped o.e.j.w.WebAppContext@244e619a{/,null,UNAVAILABLE}{file:/hbase/hbase-2.2.2/hbase-webapps/master}
2022-12-23 05:51:51,599 INFO  [master/server2:16000] server.AbstractConnector: Stopped ServerConnector@566028d9{HTTP/1.1,[http/1.1]}{0.0.0.0:16010}
2022-12-23 05:51:51,599 INFO  [master/server2:16000] handler.ContextHandler: Stopped o.e.j.s.ServletContextHandler@270b6b5e{/static,file:///hbase/hbase-2.2.2/hbase-webapps/static/,UNAVAILABLE}
2022-12-23 05:51:51,599 INFO  [master/server2:16000] handler.ContextHandler: Stopped o.e.j.s.ServletContextHandler@563a89b5{/logs,file:///hbase/hbase-2.2.2/logs/,UNAVAILABLE}
2022-12-23 05:51:51,600 INFO  [master/server2:16000] regionserver.HRegionServer: aborting server server2,16000,1671774698160
2022-12-23 05:51:51,601 INFO  [master/server2:16000] regionserver.HRegionServer: stopping server server2,16000,1671774698160; all regions closed.
2022-12-23 05:51:51,601 INFO  [master/server2:16000] hbase.ChoreService: Chore service for: master/server2:16000 had [] on shutdown
2022-12-23 05:51:51,602 WARN  [master/server2:16000] master.ActiveMasterManager: Failed get of master address: java.io.IOException: Can't get master address from ZooKeeper; znode data == null
2022-12-23 05:51:51,602 INFO  [master/server2:16000] assignment.AssignmentManager: Stopping assignment manager
2022-12-23 05:51:51,602 INFO  [master/server2:16000] procedure2.RemoteProcedureDispatcher: Stopping procedure remote dispatcher
2022-12-23 05:51:51,602 INFO  [master/server2:16000] procedure2.ProcedureExecutor: Stopping
2022-12-23 05:51:51,603 ERROR [master/server2:16000] procedure2.ProcedureExecutor: ThreadGroup java.lang.ThreadGroup[name=PEWorkerGroup,maxpri=10] contains running threads; null: See STDOUT
2022-12-23 05:51:51,603 INFO  [master/server2:16000] wal.WALProcedureStore: Stopping the WAL Procedure Store, isAbort=true
2022-12-23 05:51:51,610 INFO  [ReadOnlyZKClient-10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181@0x1bf0aeb9] zookeeper.ZooKeeper: Session: 0x20000df37750002 closed
2022-12-23 05:51:51,610 INFO  [ReadOnlyZKClient-10.2.0.7:2181,10.2.0.6:2181,10.2.0.13:2181@0x1bf0aeb9-EventThread] zookeeper.ClientCnxn: EventThread shut down for session: 0x20000df37750002
2022-12-23 05:51:51,617 INFO  [master/server2:16000] hbase.ChoreService: Chore service for: master/server2:16000.splitLogManager. had [[ScheduledChore: Name: SplitLogManager Timeout Monitor Period: 1000 Unit: MILLISECONDS]] on shutdown
2022-12-23 05:51:51,617 INFO  [master/server2:16000] flush.MasterFlushTableProcedureManager: stop: server shutting down.
2022-12-23 05:51:51,617 INFO  [master/server2:16000] ipc.NettyRpcServer: Stopping server on /10.2.0.6:16000
2022-12-23 05:51:51,626 INFO  [master/server2:16000] zookeeper.ZooKeeper: Session: 0x10000df37730000 closed
2022-12-23 05:51:51,626 INFO  [main-EventThread] zookeeper.ClientCnxn: EventThread shut down for session: 0x10000df37730000
2022-12-23 05:51:51,626 INFO  [master/server2:16000] regionserver.HRegionServer: Exiting; stopping=server2,16000,1671774698160; zookeeper connection closed.
2022-12-23 05:51:51,627 ERROR [main] master.HMasterCommandLine: Master exiting
java.lang.RuntimeException: HMaster Aborted
	at org.apache.hadoop.hbase.master.HMasterCommandLine.startMaster(HMasterCommandLine.java:244)
	at org.apache.hadoop.hbase.master.HMasterCommandLine.run(HMasterCommandLine.java:140)
	at org.apache.hadoop.util.ToolRunner.run(ToolRunner.java:76)
	at org.apache.hadoop.hbase.util.ServerCommandLine.doMain(ServerCommandLine.java:149)
	at org.apache.hadoop.hbase.master.HMaster.main(HMaster.java:2942)
